This table- ,TestSchema,., RISK, contains column named - , ACCEPTANCE, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with ,TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-,Use to indicate whether the residual risk is acceptable and if not what treatment is appropriate., [NULL],,,,
This table- ,TestSchema,., TEST_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS_ASSOCTYPE, on ,MS_ASSOCTYPE_ID,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., AUDITABLEENTITY_ASSOCTY, contains column named - ,MS ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., AUDITPROGRAM_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., CONTROLASMNT_ASSOCTY, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , (NULL),., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,.,CONTROLOUTCOME_ASSOC, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., CONTROLRECORD_ASSOCT, contains column named - ,MS ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., CONTROLTRIGGER_ASSOC, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., CONTROL_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ENTITY_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., IMPACTANALYSIS_ASSOC, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ACTIONPLAN_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., DATAISSUE_ASSOCTYPE, contains column named - ,MS _ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., FINDING_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., INCIDENT _ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ISSUE_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., REGASSESSMENT_ASSOCT, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., REGFINDING_ASSOCTYPE, contains column named - ,MS _ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., REGMEETING ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., REGTASK_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., SAD_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., PROCESS_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., RISKASSESSMENT_ASSOCTYP, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., RISK_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Resource ID,2,,,,
This table- ,TestSchema,., TESTRESULT_ASSOCTYPE, contains column named - ,MS_ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., TEST_ASSOCTYPE, contains column named - ,MS _ASSOCTYPE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ISSUE_COMMENT, contains column named - ,MS_COMMENT_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS_COMMENT, on ,MS_COMMENT_ID,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., COMMENT, contains column named - , MS COMMENT ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_COMMENT, contains column named - ,MS COMMENT ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - ,MS_CONTROLINSTANCE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DATACONCEPT, contains column named - ,MS_DATACONCEPT_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS_DATACONCEPT, on ,MS_DATACONCEPT_ID,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ISSUE_DATACONCEPT, contains column named - ,MS_DATACONCEPT_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., DATAISSUE_ASSOCTYPE, contains column named - ,MS_DATAISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_DATAISSUE, on ,MS_DATAISSUE_ID,This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., DATAISSUE_ASSOCTYPE, contains column named - ,MS_DATAISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DGCPDI, contains column named - ,MS_DGCPDI_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS_DGCPDI, on ,MS DGCPDI_ID,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ISSUE_DGCPDI, contains column named - ,MS_DGCPDI_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ISSUE_DGCPOLICYGAPS, contains column named - ,MS_DGCPOLICYGAPS_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS_DGCPOLICYGAPS, on ,MS_DGCPOLICYGAPS_ID,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ISSUE_DGCPOLICYGAPS, contains column named - ,MS_DGCPOLICYGAPS_ID, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., FINDING_ASSOCTYPE, contains column named - ,MS_FINDING_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_FINDING, on ,MS_FINDING_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., FINDING_ASSOCTYPE, contains column named - ,MS FINDING_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., INCIDENT_ASSOCTYPE, contains column named - ,MS_INCIDENT_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_INCIDENT, on ,MS_INCIDENT_ID,This column describes-,Resource 1D,1,,,,
This table- ,TestSchema,., ISSUE_INCIDENT, contains column named - ,MS_INCIDENT_ID, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS_INCIDENT, on ,MS_INCIDENT_ID,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., INCIDENT, contains column named - , MS_INCIDENT_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., INCIDENT_ASSOCTYPE, contains column named - ,MS_INCIDENT_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_INCIDENT, contains column named - ,MS_INCIDENT_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ISSUE_ASMNTCNTRBTR, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ASSOCUSRGRP, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_CNTRBTR, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DTMGMTSTNDS, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DTQLTYDIMNSN, contains column named - ,MS_ISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_EXPBUSBENFTCAT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ISSTG, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ISSUETYP, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_LBL, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_MATRLTHRESBRCH, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ORGROLLUP_CRDNTR, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ORGROLLUP_VWR, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource 1D,1,,,,
This table- ,TestSchema,., ISSUE_REFEXPBUSBENFTCAT, contains column named - ,MS_ISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_REFRELBUSBENFTCAT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_RELBUSBENFTCAT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_RLRQRMNTSBCTGRYCOR, contains column named - , MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_RTCSETHM, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_FILE, contains column named - ,MS _ISSUE_ID, of datatype - ,DECFLOAT,. This is , (NULL], a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_IMPACTANALYSIS_MS, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_LINK, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ACTIONPLAN, contains column named - ,MS_ISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ASSOCTYPE, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_COMMENT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DATACONCEPT, contains column named - ,MS ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS ISSUE, on ,MS ISSUE _ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DGCPDI, contains column named - ,MS_ISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DGCPOLICYGAPS, contains column named - , MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_INCIDENT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_LINKEDENTITY, contains column named - ,MS_ISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_SAD, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL] , a primary key for this table.,,This column can be used to join with ,TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource 1D,1,,,,
This table- ,TestSchema,., ISSUE_TAI, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_SUPPLIER MS, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,.,MS_ISSUE, on ,MS_ISSUE_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ASMNTCNTRBTR, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ASSOCUSRGRP, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_CNTRBTR, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DTMGMTSTNDS, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DTQLTYDIMNSN, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_EXPBUSBENFTCAT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ISSTG, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ISSUETYP, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_LBL, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_MATRLTHRESBRCH, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ORGROLLUP_CRDNTR, contains column named - ,MS_ISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ORGROLLUP_VWR, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_REFEXPBUSBENFTCAT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., (NULL], on , [NULL],This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_REFRELBUSBENFTCAT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_RELBUSBENFTCAT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_RLRQRMNTSBCTGRYCOR, contains column named - ,MS_ISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_RTCSETHM, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_FILE, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_IMPACTANALYSIS_MS, contains column named - ,MS_ISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_LINK, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ACTIONPLAN, contains column named - ,MS_ISSUE_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_ASSOCTYPE, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_COMMENT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DATACONCEPT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DGCPDI, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_DGCPOLICYGAPS, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_INCIDENT, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_LINKEDENTITY, contains column named - ,MS_ISSUE_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,1,,,,
